x_log y_smooth
456.890631 63.720546
459.111923 63.764260
461.344014 63.806934
463.586956 63.848587
465.840804 63.889239
468.105609 63.928907
470.381425 63.967612
472.668305 64.005371
474.966304 64.042205
477.275475 64.078131
479.595873 64.113169
481.927551 64.147338
484.270566 64.180656
486.624972 64.213143
488.990825 64.244818
491.368180 64.275699
493.757093 64.305805
496.157620 64.335156
498.569818 64.363771
500.993744 64.391667
503.429454 64.418863
505.877006 64.445369
508.336457 64.471192
510.807866 64.496339
513.291290 64.520818
515.786788 64.544635
518.294418 64.567798
520.814240 64.590314
523.346312 64.612191
525.890695 64.633435
528.447448 64.654053
531.016632 64.674054
533.598306 64.693444
536.192531 64.712230
538.799369 64.730420
541.418881 64.748020
544.051129 64.765039
546.696173 64.781483
549.354078 64.797359
552.024904 64.812675
554.708715 64.827438
557.405575 64.841655
560.115545 64.855334
562.838691 64.868481
565.575077 64.881103
568.324765 64.893209
571.087823 64.904805
573.864313 64.915899
576.654302 64.926497
579.457856 64.936607
582.275039 64.946236
585.105919 64.955392
587.950563 64.964081
590.809036 64.972311
593.681406 64.980088
596.567741 64.987421
599.468109 64.994317
602.382577 65.000782
605.311215 65.006824
608.254092 65.012450
611.211276 65.017667
614.182837 65.022483
617.168845 65.026904
620.169370 65.030939
623.184483 65.034593
626.214255 65.037875
629.258757 65.040792
632.318060 65.043350
635.392238 65.045558
638.481361 65.047422
641.585502 65.048949
644.704735 65.050147
647.839133 65.051023
650.988770 65.051584
654.153720 65.051837
657.334057 65.051790
660.529855 65.051450
663.741191 65.050824
666.968140 65.049919
670.210778 65.048742
673.469180 65.047302
676.743424 65.045604
680.033586 65.043656
683.339745 65.041465
686.661977 65.039040
690.000361 65.036385
693.354975 65.033510
696.725899 65.030421
700.113212 65.027126
703.516992 65.023631
706.937321 65.019944
710.374279 65.016072
713.827947 65.012022
717.298405 65.007802
720.785736 65.003419
724.290022 64.998879
727.811344 64.994191
731.349786 64.989361
734.905432 64.984397
738.478364 64.979306
742.068666 64.974095
745.676424 64.968771
749.301722 64.963341
752.944646 64.957813
756.605280 64.952194
760.283711 64.946492
763.980027 64.940712
767.694312 64.934863
771.426656 64.928953
775.177145 64.922987
778.945869 64.916973
782.732915 64.910919
786.538372 64.904831
790.362331 64.898718
794.204881 64.892585
798.066113 64.886441
801.946117 64.880292
805.844984 64.874146
809.762807 64.868011
813.699678 64.861892
817.655688 64.855798
821.630932 64.849735
825.625502 64.843712
829.639493 64.837734
833.672999 64.831810
837.726115 64.825946
841.798937 64.820150
845.891559 64.814429
850.004079 64.808790
854.136592 64.803241
858.289197 64.797788
862.461991 64.792439
866.655073 64.787202
870.868539 64.782082
875.102491 64.777088
879.357027 64.772227
883.632248 64.767505
887.928254 64.762931
892.245146 64.758511
896.583025 64.754253
900.941994 64.750163
905.322156 64.746250
909.723613 64.742520
914.146468 64.738980
918.590827 64.735638
923.056793 64.732501
927.544471 64.729576
932.053968 64.726871
936.585388 64.724392
941.138839 64.722146
945.714428 64.720142
950.312262 64.718386
954.932450 64.716886
959.575100 64.715648
964.240322 64.714680
968.928224 64.713989
973.638918 64.713582
978.372515 64.713467
983.129125 64.713651
987.908860 64.714141
992.711833 64.714944
997.538158 64.716067
1002.387946 64.717518
1007.261314 64.719304
1012.158374 64.721427
1017.079243 64.723886
1022.024035 64.726676
1026.992868 64.729794
1031.985859 64.733238
1037.003124 64.737002
1042.044781 64.741085
1047.110951 64.745483
1052.201750 64.750192
1057.317300 64.755209
1062.457720 64.760530
1067.623132 64.766153
1072.813657 64.772074
1078.029417 64.778289
1083.270535 64.784796
1088.537133 64.791590
1093.829337 64.798669
1099.147270 64.806029
1104.491057 64.813667
1109.860825 64.821579
1115.256699 64.829762
1120.678807 64.838213
1126.127276 64.846928
1131.602234 64.855903
1137.103809 64.865137
1142.632132 64.874624
1148.187333 64.884363
1153.769541 64.894348
1159.378889 64.904578
1165.015508 64.915048
1170.679531 64.925756
1176.371091 64.936698
1182.090322 64.947870
1187.837359 64.959270
1193.612336 64.970893
1199.415390 64.982737
1205.246657 64.994798
